pk,jsondata,id,name,description,markup_description,version
59,{},59,warm (1),"We cannot relate the **OF** term at present. So many stative verbs in MVS
have initial syllable accent and vowel length that, although the accentual
pattern may have spread analogically in this category, Accent may best be
explained by the regular presence of a prefix. Ordinary person/number
prefixes should not have produced this pattern, as the patient prefixes used
with stative verbs have been shown to have been clitics rather than affixes.

Cf. ‘**209**’.",,1
60,{},60,"war, warpath","This is an interesting stem. It looks as if it might incorporate ‘**593**’
in MVS, but OVS and MRS suggest that this may be an MVS reanalysis. We
believe that nasality of the final syllable in MVS comes from compounding
with the verb {*ʔų} ‘**905**’, as clarified by the **TU** entry. **CH**, **WI**
aspiration may be by analogy with ‘to lead’, but we cannot consider it
explained at present. Cf. ‘**593**’.  With regard to MVS, note **HI** |mace•ri•ri|
‘warpath, warparty’, which is transparently compounded of ‘man’ (rather than
‘**593**’) and ‘walk’. The MVS might be compared with ‘**406**’ -- except that
aspiration is lacking here. **PWC** seems to have made the link, however.",,1
61,{},61,want (3),"This is a compound verb.  In DH, but not **LA**/**DA**, both parts not only
require actor pronominal prefixes, but have preserved synchronically
irregular, fossilized allomorphs of these prefixes. **PDH** 1Act |*k-kǫ-b-ra|,
2Act |š-kǫ́•-š-ra|.  **LA** |kų́la| B-315b analysed as dim. ‘desire; covet’; 1Act
|wakų́la|.  **LA** |-la| is not a match for the second root in DH.  The **LA** from
does not palatalize (P**AS** 1980:94).",,1
64,{},64,walnut,"For a possible areal term cf. Proto-Muskogean {*okcaki} ‘**704**’;
(|ok-| probably ‘**56**’).",,1
65,{},65,walk (2),"cf. ‘**66**’.  If the **CA** form cited meant ‘walk’ primarily, the term
found in many Siouan languages is indeed an old compound, but the initial
element is not the {awą-} ‘ground’ root that some Siouanists had thought.

The **CA** form also clarifies vowel length and accent in some of the languages,
e.g., **WI** and **CH**, in that reconstruction of the initial syllable regularizes
placement of the suprasegmentals. It is not clear why {*r} is not
nasalized completely in DH.",,1
66,{},66,walk (1),"cf. ‘**406**’, ‘**65**’.",,1
68,{},68,vomit,"The **MA** form is not clearly cognate, but cf. Yuchi |kʔwæ̨| (LB) for
an interesting look-alike.",,1
69,{},69,"voice (2), bellow, howl","Cf. **DA** |hotaƞke| ‘Ho-Chunk, Winnebago’, which contrasts {ą/ų}, so {thų}
would not seem to be related to ‘big’, although it appears to have been
reanalyzed as ‘big’ in DH. Unless {†htų} becomes analyzable, this term
may break down historically as either {*ho} ‘voice’ + {htų} or as
{*hoh} ‘voice’ + {tų}, since ‘voice’, q.v., preserves evidence for a
root extension {-he} in OVS and **HI**, and |*hC > Ch| in **LA** and **CH**/**WI** is a
synchronic rule.",,1
184,{},184,strike (6),"Cf. ‘**362**’, ‘**188**’. The DH forms may well be cognate if they are back formations from the
reduplicated form, which typically requires the |a|-grade. This set is
aberrant in that there is no Dakotan {*kathé} or {kathá}. These do seem
to be reduplicated forms though, because both {t}’s are aspirated.",,1
70,{},70,voice (1),"**BI**/**OF** normally lose {#h-}, so either there was an initial syllable
which protected the initial consonant or sound symbolism reinforced the
original form here. Ordinarily both inalienable {*i-} and absolutive
{*wa-} have overt reflexes in OVS, so the former explanation is lame.

**CR**/**HI** show the absolutive prefix.  Cf. ‘**676**’. **HI** |irú| ‘his voice’ does not
seem to be cognate.",,1
71,{},71,visible,"The unexpected {t~k} in the **WI** forms is from the epenthetic glide
{-r-} that develops between the vowels in parts of the paradigm of this
verb; it is extended analogically to those forms which already had a glottal
stop, thus |rʔ| often > |tʔ| in **CH**/**WI**. For other **CH**/**WI** forms with {ʔ ~ tʔ
~ (kʔ)} cf. ‘**821**’, ‘**655**’, ‘**636**’.  **CR** |s| corresponding to **HI** |t| shows that
**PCH** |*t| was followed by |*a|.  **CR** |-iia| reflects the loss of intervocalic
|*h|.  **HI** has assimilated |*-iE| to |*E|.  Cf. ‘**129**’.  The **KS**/**OS** cognates
show the relative chronology of the vowel cluster collapse and the dental
assibilation/palatalization rule.  The sequence of a dental stop and a front
vowel is not normally possible in **KS** or **OS**.",,1
72,{},72,vine,"The second {u} may represent an assimilation product since final
{u} is relatively rare, cf. ‘**110**’. If this is
the case, the reconstruction may be {*tuhe}.  If **LA** is correct, this form
did not have **PSI** aspiration.  **OF** aspiration then would have to be due to the
synchronically active **OF** second syllable aspiration rule.  Moreover, **BI**
initial |m-| is irregular as initial labial resonants are lost in both **BI** and
**OF**. **HI** |tua| may also reflect ‘**1068**’, q.v.",,1
73,{},73,vermin (6),"This set is quite irregular; each subfamily suggests a different **PSI** form. **MA** {*krVʔaši•t}; **PMV** {*krąš}; **PSE** {*kašrit} with a metathesis between **MA** and **PSE**. **BI** ‘wood tick’ comes
from {*krąš}, thus looking like **PMV**. **OF** ‘ant’ comes from {*rąšrit},
while ‘wood tick’ comes from {*krąCšit}, rather like **MA**.",,1
74,{},74,vermin (5),"The root vowel in Dakotan is irregular, as is the {k > p} in the
Riggs form (but cf. ‘**77**’ for a similar change). The final syllable in
Dakotan is the diminutive.  This set, like several of the ‘vermin’ sets,
contains several minor irregularities that call the reconstruction somewhat
into question.",,1
75,{},75,vermin (4),"This set is quite irregular; each subfamily suggests a different **PSI**
form: **MA** {*krVʔaši•t}; **PMV** {*krąš-}.  **BI** ‘wood tick’ comes from
{*krąš-}, thus looking like **PMV**.",,1
76,{},76,vermin (3),"La Flesche notes that the **OS** word refers to ‘deer tick’ and to ‘grubs
that burrow beneath the skin’, presumably the larvae of bot-flies. The **LA**
gloss may simply extend this to ‘internal parasite’.  MVS always compounds
with {hta-} ‘ruminant’.",,1
77,{},77,vermin (2),"This root occurs with the absolutive prefix and the qualifier suffix.

The Dakotan form **LA** |wablúška| ‘insect’ (C), **DA** |wamdúška| ‘snake’ (R)
appears to be a blend with ‘**78**’: |*-pus- > *-prus- *-krus-|",,1
78,{},78,vermin (1),"The first syllable in **OS** may be related to {žą} ‘wood’; Gilmore
(1919) lists a number of DH terms in which {žą} has apparently
denasalized, although RR has not personally encountered them. The various
Indo-European terms for ‘ant’ are complex and messy also. As the largest
ants of the Osage region are carpenter ants, genus Camponotus, a compound
“wood-bug” makes good sense. The first syllable of **PCH** is the absolutive.

Different root extensions appear.",,1
79,{},79,"vagina, vulva","Although strong evidence is lacking, this may well be one of the
inherently possessed body parts and the reconstruction correspondingly
{*i-šą́•-re}. This term may have become a victim of homonymic clash in
some languages where {šą} means ‘Dakota Sioux’. Cf. ‘**1166**’.",,1
80,{},80,"use, do with","Where {ʔ} is lost a glide is often inserted in the vowel cluster.

This term is a composite of |*ʔų•| ‘**905**’ and |*i-| ‘instrumental’  Dakotan
has evidently lost the crucial initial element, so ‘use’ is homophonous with
‘do, be’ but the two verbs are conjugated differently.  **CR** |óolihche| ‘eat
along with’ GG-52 and **CR** |óoli| ‘foods eaten with meats’ DEC-104, cognate
with **HI** |ó•ri| ‘be complete’, do not appear to be cognate, but cf. the **KS**
form.",,1
81,{},81,"urine (2), urinate (2)","**CR** seems to show the older MRS form, with expected |e > a| perhaps
before |x|.  **HI** has lost intervocalic |r|.  Initial |e•| is perhaps due to
the influence of ‘excrete’, q.v. Two Ablaut grades are preserved in what is
probably a deverbal noun.  Cf. ‘**82**’.  **BI** initial |ha-|, if also **PSI**, would provide the |*hr| cluster in **PMV**S that would yield |*R| from **PSI** |*r|.",,1
82,{},82,"urine (1), urinate (1)","We reconstruct length from the |x|-grade set, ‘**81**’, q.v.",,1
83,{},83,"upstream, upwind","This term is opposed to {káxpa} ‘**267**’, q.v., from
which the name of the Quapaws, {okáxpa} is formed. Both terms seem to be
restricted to MVS.",,1
84,{},84,"upright, insert",Cf. the homophone ‘**301**’.,,1
85,{},85,"up, upwards, upper","**BI**, **TU** lack expected reflexes of {-k} and so may not be cognate. DH
would lose {-k} normally in a cluster. The presence of **WI** {w} rather
than {m} preceding a nasal vowel is strange here. For phonological
treatment of an apparently parallel form, v. ‘**999**’, etc.",,1
86,{},86,"untie, untwist","**DA** {kča} ‘loose, disentangled, straight’ (B-296b) may be a doublet
for this set. **CH**/**WI**/DH would have {*kra•}. If this is a separate set,
then its reconstruction would be {*kya•}. Cf. |*wrá| ‘unravel’",,1
87,{},87,unstable,"The DH and **CH** vowel does not match perfectly with the expected {ų},
but there are numerous instances of {ą/ų} matches that are still poorly
understood. **BI** |psuⁿti, psoⁿti| ‘sharp pointed’ (DS-248b) fits
phonologically and may be the proper **BI** cognate. Cf. ‘**356**’, ‘**264**’.

This form is not found beyond MVS, but **PMV** |*pC| cluster would go back to
**PSI** |*wVC|, in this instance |*wa-sų|.",,1
185,{},185,strike (5),"**QU** {xtá, da-} ‘bite sth.’ shows the {x} grade.",,1
88,{},88,"uncle, mother’s brother","We do not believe that **BI** |tukáⁿni, tukaní| ‘man/woman’s mother’s
brother’ and **OF** |tokmítha| ‘my brother’ are cognate. **BI** should have |d|,
not |t|, and, of course, the vowels do not even match within the subgroup.

The Quapaw form should not have |tt| or final |-e|, but these may have
been mistranscribed by Dorsey.",,1
89,{},89,two,"The **OF** aspirate is unexpected, since accent is on the initial syllable.

**OF** {-ha} could well be a suffix, cf. **KS** {nǫbáha} ‘in 2 places’ where
{-ha} is a locative. The reason that {n} reverts to a reflex of oral
{r} in certain DH forms is not understood either. Cf. **OP** {ppéðǫba}
‘seven’.  **PSI** clearly has |*ų•| but **PCA** is unclear.  **CA** itself has |ą|, while **WO** |-o-| can be interpreted as either [u] or [ə ~ a].",,1
90,{},90,"twist > wrap, fold","**TU** |waxu•| ‘string, cord’.",,1
95,{},95,twist (2),"The **OP** form shows an intervening |be-| but the rest seems cognate.

Cf. ‘**94**’. for a compound form of this root.",,1
96,{},96,twist (1),"**TU** |waxu•| ‘string, cord’.",,1
97,{},97,twins (2),"Cf. ‘**89**’. This pattern does not extend beyond DH and **CH** and
is transparent. The terms consist of ‘**89**’ and ‘born’ and could
have been innovated separately.",,1
99,{},99,turtle (2),Cf. ‘**100**’.,,1
100,{},100,turtle (1),"Cf. ‘**99**’. The two terms are doubtfully related. Vowel
development, especially in **MA** where it should be uniform, is divergent. **PSI**
most likely had the long vowel by position, even though direct evidence is
found only in **WI**, where length is neutralized in monosyllables.  Although
there are look-alikes in Algonquian, the **PSI** aspiration can be accounted for
by Carter’s Law.  On **CA** {kasəmíʔ} ‘stink turtle’ (Sa-12) cf. Choctaw
{kosoma} ‘stink’.  Other animal terms show reflexes of the prefix |*wi-|.

There is no direct evidence of the prefix vowel here, but |*i| seems likely
although the prefix |*wa-| is possible.",,1
101,{},101,"turnip, Psoralea (2)","This compound is derived from the much older and better attested
term for ‘Indian potato’. The discrepancy between **CH**/**WI** with {*kw}
and DH with {*kr} cannot be accounted for.",,1
104,{},104,turn over (3),"Cf. ‘**264**’ for the |x|-grade. The following **KS** and **QU** forms show {š} grade of the root: **KS** |šą,
bakkǘla-| ‘turn upside down, push over’ RR; **KS** |šą, bókkǘla-| ‘knock upside
down by shooting or water’ RR; **KS** |šą, bükkǘla-| ‘turn upside down, overturn
by pressure’ RR; **KS** |šą, gakkǘla-| ‘knock upside down, turn “summersets”’ RR;
**KS** |šą, nąkkǘla-| ‘kick over, to upset’ RR; **KS** |šą, yákkǘla-| ‘flip over, turn
upside down with the mouth’ RR; **KS** |šą, yǘkkǘla-| ‘roll over, turn upside
down, tr. or intr.’ RR; **QU** |šą, kkikdá-| ‘lie on ones stomach’ RR; **QU** |šą, di-|
‘spill, pull over a vessel’ RR; **QU** |šǫ́, ba-| ‘spill, push over and spill’ RR;
**QU** |šǫ́, di-| ‘pull over and spill (liquid)’ RR; **QU** |šǫ, dikkíkda-| ‘turn upside down, pull over’ RR; **QU** |šǫ, kkikdá-|, |kkikdášą| ‘turned upside down’ RR; **OS**
|†pašǫ́ða, bashóⁿtha| ‘**264**’ LF-23 **KS**[ |bašǫ́| ‘close a knife blade, fold shut’
RR",,1
106,{},106,"turn over (1), roll (1)","Normally {pC} clusters in **LA** and **MA** and their various reflexes in
the other languages come from **PSI** {*wa-C-} sequences. Here, however, even
**HI** has a reflex of {*pt} in {ht}, so the cluster must at least
provisionally be reconstructed.  Here the DH cognates show a variety of
different root extensions.",,1
107,{},107,turn (2),"The various combinations of morphemes found under ‘turn’, ‘twist’
suggest a compound root in DH. The elements seem most frequently to be
{*hko} and {*wį,} or both, with the extension {*Se}, and they seem
to be relatively independent. Cf. ‘**96**’ for more of the same. In addition,
this root is peculiar and probably recent in several languages in that the
{w} has not nasalized. There may be a **CA** cognate, |-wąče| ‘twist’
(**KS**-235) although the sound correspondences are poorly understood at best.",,1
