pk,phonetic,comment,original_entry,other_reconstructions
655,,,"zǫ́tte, íba- ‘lace up, as a pack’ RR",
656,,,"zų́ta, pa- ‘sew or run up at the sides some distance from the edge e.g. of leggings, to lace’ B-438",
657,,,"zų́ta, yu- ‘make honest; to make them better men’. B-657",
658,,,"zųta, ayá- ‘connect or weave together, as in talking’ B-103",
659,,,"zųta, waká- ‘weave’ B-528",
660,,,wa•ðų́ǰe ‘sew’ RR,
661,†kazų́ta,,"†kazų́ta “kazóŋta” ‘weave, twist in as in making baskets or snowshoes’ R-274a",
662,,,"ząje, íba- ‘lace up with, fasten shut’ RR",
663,,,"zą́je, íną- ‘shelter in, take refuge in, flee to’ RR",
664,,,,
665,,,"cutE, pá- ‘sew’ J",
666,,,"cutE, nak- ‘whip, braid’ J",
667,,,,
668,,,"chúshi, dat- ‘whip’ RG",
669,†kazą́ce,,†kazą́ce “gaçóⁿdse” ‘braid’ LF-237a,
670,,,,
671,†gazą́de,,†gazą́de ‘plait’ JOD1890:666,
672,,,,
673,,,"agúthą ‘leggings’ JGT,JEK",
674,,,othą́ ~ othǫ́ (1sg. o-á-thą etc.) ‘leggings’,
675,,,"othų ‘put on and wear, leggings, pantaloons’ B-409b",
676,,,hočą́ ‘wear on legs’ KM-1178,
677,,,,
678,†othų,,"†othų “otóŋ” ‘put on and wear, as leggings or pantaloons’ R-389b",
679,,,,
680,,,,
681,,,óthą ‘leggings’ JEK/MW,
682,,,,
683,,,“utóⁿ toⁿga” ‘leggings’ SW-112,
684,,,,
685,,,othą́ ~ othǫ́,
686,,,"ohą ‘put on socks, wear’ B-388a",
687,,,hoǰą́ ‘wear on foot or feet’ KM-1353,
688,,,,
689,†ohą́,,"†ohą́ “oháŋ” ‘stand in; put on socks or moccasins, wear’ R-350a",
690,,,,
691,,,,
692,†othą,,†othą “utoⁿ” LF-65a,
693,,,othą JOD,
694,,,,
695,,,,
696,,,nąʔį́ ‘wear around the neck’ JOD,
697,,,nąpʔį́ ‘wear around the neck’ C,
698,,,nąpʔį́ ‘wear around the neck’ RR,
699,†ąpənį́,,†ąpənį́ “aⁿpnį́” ‘necklace’ DS-178a,
700,†ąpənį́,,“aⁿpŭní” ‘something worn around the neck’ DS-176b,
701,,,nąąpʔį́ ‘wear around the neck’ KM-2204,
702,,,,
703,,,“wanáp̣iŋ” ‘a medal; a necklace of beads; a handkerchief; anything worn around the neck’ R-523a,
704,,,waną́p-ʔį ‘necklace’ RR,
705,,,,
706,,,á•peʔ ‘her necklace’ J,
707,,,,
708,,,,
709,,,áapii ‘necklace’ GG-2,
710,†ną́pʔį,,†ną́pʔį “nóⁿpʔiⁿ” ‘wear around the neck’,
711,,,,
712,,,,
713,,,,
714,,,wį́ʔhe ‘blanket’ C,
715,,,ʔį ‘wear around the shoulders’ C,
716,,,kʔį RR,
717,,,į PAS,
718,,1sg. haʔį́,į́į; (1sg. haʔį́) KM-1655,
719,,,,
720,,,į• ‘wear about the shoulders’ RR,
721,,,gi´į ‘wear for another’ JOD,
722,,,,
723,,,ía ‘put on or over like a blanket’ J,
724,,,,
725,,,,
726,,,ía ‘put over shoulders’ GG-71,
727,,,į JOD,
728,†ʔį,,†ʔį “iⁿ” LF-74b,
729,,,,
730,,,,
731,,,,
732,,,"xwége ‘weak, feeble’ LWR-38",
733,,,xpéla ‘weak’ B-195a,
734,,,taaxéwe ‘all in from heat’ KM-3096,
735,,,,
736,†xpéča,,"†xpéča “ḣpéća” ‘faint, exhausted’ R-167a",
737,,,xpéga ‘weak’ RR,
738,,,,
739,,,,
740,†xpeka,,"†xpeka “xpega” ‘languid, drooping’ LF-219b",
741,,,,
742,,,,
743,,,ñį C,
744,,,ñį• ‘water’ RR,
745,,,,
746,,,"bilí ‘water’ GG-31, DEC-65",
747,,,"mní C, PAS",
748,†mąnį́•,,†mąnį́• “manī” ‘water’ H.,
749,†mąnį́•,,mĭnĭ´ Hw.,
750,,,,
751,,,,*mní; *m-ní
752,,,"aneʔ, a•neʔ ‘water’ MRH",
753,,,"ʔaneʔ, ʔaniʔ ‘water’ Swadesh",
754,,,"“aní, áni, ni” ‘water’ DS-173a",
755,,,nį́į ‘water’ KM-2309,
756,,,,
757,,,,
758,,,"wirí, wíri ‘water’ J",
759,,,,
760,,,wįrį́ʔ ‘water’ C,
761,,,nį ‘water’ RR,
762,,,"ā´ni, aní ‘water’ DS-321a, Sw-1909:485, Ssf",
763,,,“money” ~ “moni” ‘water’ from Byrd.,
764,,,mní PAS,
765,,,mní PAS,
766,,,nį ‘water’ RR,
767,,,,
768,,,nį ‘water’ RR,
769,,,,
770,,,ni ‘water’ C,
771,,,,
772,,,,
3061,,,,
774,†čho_phá,,"†čho_phá “copá” ‘wade, go in the water’ B-133b",
775,,< water + bitter (?),yup•se ‘rum’ Lawson < ‘water’ + ‘bitter’ (?),
776,,,,
777,,,"yą, yąhiye• ‘water’ KS",
778,†ye-,,"†ye- “yetáñi, yetāi” ‘sea’ H.",
779,†ayohi,,"†ayohi “yohi, ayohi, ạyohí, hayóha, ayo, ayox” ‘lake, pond’ DS-295a",
780,,,nįoowé < nįį howe JWE,
781,,,,
782,,,"“ćo_pá” ‘wade, go in the water’ R-103b",
783,,,žophé ‘ford’ RR,
784,,,yówe ‘wade’ Marsh,
785,,,,
786,,,,
787,†žó_he ~ †žó_phe,,"†žó_he ~ †žó_phe “zhú••he, zhú••pshe” ‘ford’ LF-228b",
788,†ophé,,†ophé “opshé” ‘a ford’ LF-123a,
789,,,,
790,†žohé,,†žohé “juhe” ‘ford’ JOD,
791,,,,
792,,,,*Lúkya
793,,,kirúsaʔroʔš ‘he washed it’ C,
794,†dučá(-di),,"†dučá(-di) “dutcá, dutcadí” DS-260a",
795,,,yužá ‘stir’ C,
796,,,yužáža ‘wash’ C,
797,,,"žáža, ka- ‘wash away, as a bridge by a flood; to wash away by pulling back and forth’ B-278",
798,,,"žaža, waká- ‘wash by drawing back and forth in the water; to see well’ B-525",
799,,,"žaža, waná- ‘wash by boiling, as clothing’ B-537",
800,,,"žáža, pa- ‘wash e.g. a floor, to mop’ B-427",
801,,,"žáža, na- ‘wash out with the feet, trample out; R. gives To wash out by bo iling, which is a bit doubtful’ B-346",
802,,,"žáža, wo- ‘wash, as rain does the road. also, a wash-tub,n.’ B-601",
803,,,"žáža, ya- ‘lick or wash with the mouth, as does a cat’ B-621",
804,,,"žáža, yu- ‘wash e.g. clothes’ B-640",
805,,,"wóžaža, wa- ‘wash out by punching’ B-560",
806,†tú•čha,,"†tú•čha “tū´tcha” DS-331b, Ssf",
807,,,-žaža PAS,
808,,,"žá, ru- ‘wash, v.tr.’ KM-2773",
809,,,"žá, wa- ‘wipe up’ KM-3540",
810,,,woorúža ‘washtub’ KM-3818,
811,,,,
812,,,,
813,,,,
814,,,-žaža PAS,
815,,,yüžá ‘wash’ RR,
816,,,wa•rú•ya ‘wash sth.’ RR,
817,,,ruya ‘wash’ JDH,
818,,,,
819,,,,
820,,,dižá ‘wash’ JOD,
821,,,,
822,,,-žaža PAS,
823,,,ðüžá “thuzhá” ‘wash’ LF-155a,
824,,,,
825,,,ðižá ‘wash’ RR,
826,,,,
827,,,,
828,,,,
829,,,stuǰe ‘warm and well fed’ LWR-28,
830,,,štúštuǰe ‘smooth’ Marsh,
831,,,"štítte ‘warm, comfortably’ JOD",
832,,,"“štúṫa” ‘thawed, warmed’ B-468a",
833,,,taaščúč ‘warm’ KM-2926,
834,,,,
835,,,ščǘǰe ‘comfortable’ JOD,
836,,,,
837,,,,
838,†šcǘce,stative,†šcǘce “shtíde” ‘warm in the hands’ (stative) LF-134b,
839,†štide,,†štide “shtide” SW-184,
840,,,,
841,,,,
842,,,"štáke ‘warm, as weather",
843,,,"štáka ‘soft, as ice, mushy’ B-467b",
844,,,"štagyá ‘mash up, make preserves’ B-467b",
845,†á•təčha,,"†á•təčha “ā´tạtcha, atạtchá” ‘warm, hot’ DS-322a (?)",
846,,,"šǰáak ‘warm, e.g. water’ KM-2968",
847,,,,
848,,,,
849,,,óoštači ‘sticking to; crowding around’ GG-52,
850,†štáke,,"†štáke “shtáge” ‘tepid, slightly warm, stagnant’ LF-134b",
851,,,,
852,,,,
853,,,rótkiʔš ‘he hits it’ H-190,
854,,,wą́ʔirotki ‘war club’ H-190,
855,,,“bloṫá huƞka” ‘leader of a war party’ B-111b,
856,,"|ǫ| do, make","érutáoⁿe ‘warrior’ (|ǫ| ‘do, make’) JOD",
857,†e•ruta•ǫe,,†e•ruta•ǫe “ērutāoñe” ‘warrior’ H.,
858,,1sg. tooąaąčą,toočą́ ‘war party’; 1sg. {tooąaąčą} KM-3129,
859,,,,
860,,,dodą́ RR,
861,,,"tóthą ‘manhunt, be on warpath’ Marsh",
862,,,tothų́hų ‘be leading’ Marsh,
863,,,,
864,,,,
865,,,totą́ ‘war’ JOD,
866,†nodą́,,†nodą́ “nudóⁿ” ‘war’ SW-185,
867,†totą́,,†totą́ “dodóⁿ” ‘war’ LF-37b,
868,,,,
869,,,,
870,,,gų́la Marsh,
871,,,gų́•ną RR,
872,,,kǫ́da ‘want’ RR,
873,,,kų́la ‘desire; covet’ B-315b,
874,,,gǫ́ya ‘want’ RR,
875,,,,
876,,,kǫ́ða ‘want’ RR,
877,,,gą́ða ‘want’ RR,
878,,,,
879,,,,
880,,,"óʔ_kųhoʔš ‘he wanted it, chose it’ C",
881,,,kų ‘want’ C,
882,,also (?) koⁿta (?),"koⁿ- ‘cause, influence’, also (?) koⁿta (?)",
883,,,roogų́ KM-2634,
884,,,,
885,†kų,,†kų “koŋ” ‘covet’ Wm-41a,
886,†kų,,“wakoŋs’a” ‘covetous’ Wm-41a,
887,†kų,,“wakoŋpi” ‘covetousness’ Wm-41a,
888,,,,
889,,,,
890,,,waʔi•he “maʔi•he” ‘want’ J,
891,,,,
892,,,,
893,,,é_rehoʔš ‘he wants it’ C,
894,†ná_ihí,naûñḳihí 'I want',†ná_ihí “oyixí; náwiyihí” ‘to want’; “naûñḳihí” ‘I want’ DS-292b,
895,,,,
896,,,thá•ge RR,
897,,,ttáke ‘walnut’ RR,
898,,,ttaké ‘walnut’ JOD,
899,†čá•k,,†čá•k “chak” Gilmore-1919:89,
900,†čá•k,,čaazúke KM-162,
901,†čá•k,,,
902,†čá•k,,,
903,,,ttágü ‘black walnut’,
904,,,ttágühü ‘walnut tree’ RR,
905,,,,
906,,,,
907,†htáke hü,,†htáke hü “ṭáge hiu” ‘walnut tree’ LF-136b,
908,†ttáge,,†ttáge “táge hi” ‘walnut’ SW-184,
909,,,,
910,,,,
911,,,mąnį́ ~ monį́ ‘walk’ RR,
912,,,má_ni C,
913,,,,
914,,ɔ both accented and nasalized; first ə,ʔawą• ‘walk’ KS/SW,
915,,,ʔαwɔ̨́•səʔərÉ (ɔ both accented and nasalized; first ə DS 1236a,
916,,,má_ni PAS,
917,,,mąąnį́ KM-1991,
918,,,,
919,,,má_ni PAS,
920,,,mąyį́ ~ mǫyį́ ‘walk’ RR,
921,,,mą́•ñį ‘walk’ RR,
922,,,,
923,,,,
924,,,má_ni PAS,
925,,,mąðí ‘walk’ RR,
926,,,,
927,,,mǫðį́ ‘walk’ C,
928,,,,
929,,,mą́•ñį ‘walk’ RR,
930,,,,
931,,,"díili GG-44, DEC-31",
932,,,má_ni ‘walk’ C,
933,,,,
934,,,,*nį́
935,†nih,,"†nih, “nix̣” ‘walk’ DS-236a",
936,†nih,,"“nini” ‘walk, frequentative’",
937,,,mąąnį́ KM-1991,
938,,,,
939,,,má_ni PAS,
940,,,rí•re “ní•ri” J,
941,,,,
942,,,,
943,,,rį́•roʔš ‘he’s walking’ C,
944,,,mą_nį́ ~ monį́ ‘walk’ RR,
945,†nį́kną,,†nį́kną “níⁿkna” DS-327a,
946,,,má_ni PAS,
947,,,má_ni PAS,
948,,,mą_yį́ ~ mǫyį́ ‘walk’ RR,
949,,,,
950,,,,
951,,,mą_ðí ‘walk’ RR,
952,,,,
953,,,mǫ_ðį́ ‘walk’ C,
954,,,,
955,,,"phe, idá- ‘wait for someone not in sight’ RR",
956,,,"pé, hagi- ‘wait for someone’ KM-559",
957,,,,
958,,,kdéwe ‘vomit’ RR,
959,,,,
960,,,,
961,,,,
962,,,kéʔwįʔroʔš ‘he threw up’ C (?),
963,,,glépa C,
964,,,gré•we RR,
965,†lépe,,†lépe ‘vomit’ “gthébe” LF-53b,
966,,,gðébe ‘vomit’ C,
967,†įkné,,"†įkné “iñknĕ´, iñknédi” DS-210a",
968,,,hdépa R-131,
969,,,lébe ‘vomit’ RR,
970,,,,
971,,,karé• ‘vomit’ J,
972,,,,
973,,,,
974,,,"kalée ‘vomit’ GG-50, DEC-34",
975,,,gðé•be ‘vomit’ RR,
976,,,,
977,,,,
978,,,hóthų ‘shout’ Marsh,
979,,,"hóttą ‘cry out, roar’ JOD",
980,†hothų́,,†hothų́ “hot’óƞ” ‘cry out’ B-185b,
981,†hothų,,†hothų “hotoŋ- ”Wm-42b,
982,,,hóttą ‘howl’ RR,
983,,,,
984,†hóhtą,,"†hóhtą “hóṭoⁿ” ‘cry of animals, birds’ LF-67a",
985,,,,
986,,,,
987,,,,
988,,,hóʔ ‘voice’ C,
989,,,hó C,
990,,,ho ‘voice’ Marsh,
991,†hó•he,,"†hó•he “hó̄hĕ” ‘bellow, howl’ DS-323b",
992,,,hó PAS,
993,,,hóo ‘voice’ KM-1428,
994,,,,
995,†hohé,,†hohé “hohé” ‘bellow’ DS-198a,
996,,,ho ‘voice’ RR,
997,,,,
998,,,huá ‘cough’ J,
999,,,wahú “mahú” ‘bark’ J,
1000,,,,
1001,,,,
1002,,,,
1003,,,huá ‘cough’ GG-48,
1004,,,"bahú ‘howl, bark’ GG-25",
1005,,,,
1006,,,ho ‘voice’ RR,
1007,,,,
1008,,,ho ‘voice’ RR,
1009,,,ttąį ‘visible’ JOD,
1010,,,,
1011,,,,
1012,,,"tį́hoʔš ‘it shows, sticks out’ H-251",
1013,,,thąį́ ‘show’ C,
1014,,,tháʔį ~ thą́į Marsh,
1015,,,čąątʔį́ KM-177,
1016,,,čąąkʔį́ KM-176,
1017,,,,
1018,,,,
1019,†thąį,,†thąį “taŋiŋ” Wm-255a,
1020,,,ttį́ ‘visible’ RR,
1021,,,,
1022,,,"atÉʔ ‘appear, come out, manifest self’ J",
1023,,,,
1024,,,,
1025,,,"asíia ‘appear’ GG-13, DEC-94",
1026,†htąį,,"†htąį “ṭóⁿiⁿ, ṭoⁿíⁿ, (pronounced ṭiⁿ)” LF-155b",
1027,,,,
1028,†ą•thú•hi,,"†ą•thú•hi “ānthū´hi, aⁿtóhi” ‘vines, creepers’ DS-321a, Ssf",
1029,,,"túa ‘ripe, as grass; green’ J (?)",
1030,,,,
1031,†tóhu,,†tóhu “tóhu” ‘rattan vine’ DS-258b,
1032,†tóhu,,“ṭóhu sû´pka” ‘black rattan vine’ DS-279b,
1033,†mątúhu,,†mątúhu “maⁿtúhu” ‘leather vine’ DS-258b,
1034,†tohudi,,†tohudi “tohudi” ‘rattan vine’,
1035,†sątuhu,,†sątuhu “saƞṫuhu” ‘species of red grass’ B-452 (?),
1036,†naštítka,,†naštítka “nactítka” ‘ant’ DS-326b,
1037,†káčidikte,,"†káčidikte “kátcĭdĭktĕ´, kasdĭktĕ´” ‘ant’ DS-204b",
1038,,,,
3062,,,,
1039,,,,*wakrí
1040,,,"wakdí ‘worm, maggot’ RR",
1041,,,"waglúla ‘worms, maggots’ C",
1042,†á•kti,,"†á•kti “ā´kti” ‘bug, insect’ DS-320a, Ssf",
1043,†akidi,,"†akidi “akidí, akĭdi” ‘insects’ DS-171a",
1044,,,"wikirí ‘insect, worm’ KM-3725",
1045,,,,
1046,,,wamdúdą ‘maggots’ R,
1047,,,"waglí ‘insect, worm’ ? Marsh",
1048,,,,
1049,,,,
1050,,,,
1051,,,,
1052,,,,
1053,,,"waxnóška (JOD), waną́ska ‘frog’ RR (?)",
1054,,,,
1055,,,gnašká C,
1056,,,hnašká PAS,
1057,,,wakąną́šge ‘frog’ KM-3344,
1058,,,,
1059,,,"hnašká, našká ‘frog’ R",
1060,†kanačkí,,†kanačkí “kanatckí” ‘wood tick’ DS-204b,
1061,,,wa•grą́ske ‘frog’ RR,
1062,,,,
1063,,,,
1064,,,,
1065,†thagréske,,†thagréske “tagréske” ‘flea’ LWR-52,
1066,,,ttakdéska ‘flea’ RR,
1067,,,thathį́gleska ‘intestinal worms’ B-484a,
1068,,,agléšk̇a ‘lizard; alligator’ SOURCE??? FORM???,
1069,†téfka,,†téfka “tĕ´fka” ‘flea’ DS-330b,
1070,†kudeská,,"†kudeská “kûdĕskạ́, kûtská” ‘flea’ DS-217a",
1071,,,,
1072,,,,
1073,,,,
1074,†htaléška,,†htaléška “ṭagðéshka” ‘tick’ LF-137a,
1075,,,,
1076,,,,
1077,,,"wá•kiruxkaʔ “snake, worm, snail” C",
1078,,,,
1079,,,walǘška,
1080,,,,
1081,,,,
1082,,,wakdíška RR,
1083,†walǘška,,†walǘška “wagthúshka” ‘insect’ LF-190b,
1084,,,žągðiška ‘wood bug’ FLF-106,
1085,,,wagðíška ‘bugs’ FLF-106; wagríška RR,
1086,,,,
1087,,,"wa•púkša “ma•púkša” ‘insect, snake’",
1088,,,wa•púckakari•ti “ma•púckakari•ti” ‘ant’ J,
1089,,,,
1090,,,,
1091,,,"baapúxta ‘insect’ GG-21, DEC-1",
1092,,,"baapuxčikiipi ‘ant’ GG-21, DEC-1",
1093,,,,
1094,,,,
1095,†žápüska,,†žápüska “zhábiuçka” ‘ant’ LF-231a,
1096,,,,
1097,,,,
1098,,,sá ~ sáre ‘vulva’ H-200,
1099,,,šą C,
1100,,,šą́ą KM-2802,
1101,,,,
1102,,,-ša ~ -šara ‘vulva’ J,
1103,,,,
1104,,,,
1105,,,inų́ Marsh GLOSS?,
1106,,,"ų́ška ‘be along, to be with’ H-262 (?)",
1107,,,"ʔų ‘by means of, using’",
1108,,,íǫ ‘use’ JOD,
1109,†i-ǫ,,"†i-ǫ “yoⁿ” ‘by means of, with’ DS-242b",
1110,,,"hiʔų́ ‘do with, by means of, use’ KM-813",
1111,,,,
1112,,,,
1113,,,weą́ ‘eat with’ JOD,
1114,,,,
1115,,,,
1116,,,,
1117,,,"ią ‘with, instrumental’",
1118,,,į ~ ą ~ ąą́ ‘use’ JOD1890,
1119,,,,
1120,,,*haréˑxe  RR,
1121,,,órexe ‘urine’ H-180,
1122,,,ǰé•ye ‘urinate’ RR,
1123,†dixí,,†dixí “dixyí” ‘urinate’,
1124,†dixí,,“hadíxi” ‘urine’ DS-183b,
1125,,,téex KM-3118,
1126,,,,
1127,,,,
1128,,,"é•xE “é•xi” ‘urine, urinate’ J",
1129,,,,
1130,,,,
1131,,,eeláxi RG,
1132,,,,
1133,,,,
1134,,,"téže, déže ‘urine’ RR",
1135,,léža (verb); ležé (noun); + ablaut,léža (verb) C; ležé (noun) (+Abl),
1136,,,déža (verb) PAS; dežé (noun) PAS,
1137,,,ǰéže RR,
1138,,,,
1139,,,céženi ‘urine’ RR,
1140,,,,
1141,,,néže JOD,
1142,,,,
1143,,,“iromáhą” ‘upstream’ LWR-12,
1144,,,“umáha” ‘upstream’ JGT92-268,
1145,,,“kímąhą” JOD,
1146,,,ímaha ‘Quapaw upriver village name’,
1147,,,omáha ‘Omaha Indian’ B-394a,
1148,,,mąąhą́ ‘go against the medium’ KM-1958,
1149,,,hiromą́hąįǰá ‘at the upper part of a river’ KM-1036,
1150,,,,
1151,,,,
1152,,,kkímąhą ‘against the wind or current’,
1153,,,,
1154,,,,
1155,†hkímąhą,,†hkímąhą “ḳímoⁿhoⁿ” ‘against the wind’ LF-86b,
1156,†omą́hą,,†omą́hą “umoⁿhoⁿ” ‘against the current’,
1157,,,,
1158,,,“pasdata” ‘stick into the ground’ Wm-227b,
1159,,,"sárac, boo- ‘be standing erect, as church spire, dog, pyramid’ KM-75",
1160,,,"sárac, nąą- ‘walk on tiptoe’ KM-2217",
1161,,,"sarác, wiirú- ‘screw, n.’ KM-3696",
1162,,,,
1163,,,,
1164,,,,
1165,,,,
1166,,,"slata, oká- ‘stick in, as a splinter’ B-385",
1167,,,"sláta, pa- ‘set up a pole in the ground, to drive in as a stake’ B-433",
1168,,,"slata, yuwó- ‘set upright e.g. a flag pole’. B-656",
1169,,,"mąší ‘upper, upward’ RR",
1170,,,,
1171,,,,
1172,,,hiwáke ‘upper lip’ H-75 (?),
1173,†wąkhá wąká,,"†wąkhá wąká B-788a, B-546b",
1174,†wąkhá wąká,,wąkáb ‘above’ wąkapa B-541,
1298,,,"pemní ‘warped, twisted’ B-441b",
1175,†wąkhá wąká,,"wąkápaya ‘high up, in a high position’ B-542",
1176,†wąkhá wąká,,wąkátahą ‘from above’ B-542,
1177,†wąkhá wąká,,wąkátkiya ‘upward’ B-542,
1178,†wąkhá wąká,,"wąkátu ‘up above, high up’ B-542",
1179,,,mą́gli ‘upward’ Marsh,
1180,†mątǫ́i,,"†mątǫ́i, “matóⁿi, matoi, maⁿṭoⁿ´oⁿq” ‘sky’ JOD (?)",
1181,†ątá,,†ątá “aⁿtá” ‘hold the head up’ DS-178b (?),
1182,,,wąąg KM-3587 ff.,
1183,,,wąąk ‘upper region’ KM-3600,
1184,,,-wąk KM-247-48,
1185,,,,
1186,,,,
1187,,,,
1188,,,,
1189,,,mą́le ‘extending upwards’,
1190,,,,
1191,,,má•ku ‘high’ J,
1192,,,má•kuka ‘way up’ J,
1193,,,,
1194,,,,
1195,,,báaku ‘above’ GG-65,
1196,,,bá•kuko•n ‘above’ L-45,
1197,,,"bá•ko, bá•ku ‘high, upper; above’ L-44",
1198,†mą́le,,"†mą́le ‘vertical, the beginning’ LF-98",
1199,†ámąle,,†ámąle ‘plant a pole upright’ LF-13a,
1200,†ámąši,,"†ámąši “ámoⁿshi” ‘up, upstairs’ LF-350b",
1201,,,,
1202,,,,
1203,,,,
1204,,,"rugráge ‘rattle, loosen something’ LWR-26",
1205,,,"kdá, ba- ‘open (the hand)’ RR",
1206,,,"kdá, bi- ‘press out, push/blow loose’ RR",
1207,,,"kdá, da- ‘undo with the mouth, teeth’ RR",
1208,,,"kdá, di- ‘undo, untie, pull loose’ RR",
1209,,,"kdá, ka- ‘sway’ RR",
1210,,,"kdá, ną- ‘loosen, come undone’ RR",
1211,,,"kda, pá- ‘cut along the edge of sth.’ RR",
1212,,,"glá, na- ‘uncoil of itself; loose, not tied tight; untied’ B-343",
1213,,,"glá, yu- ‘untwist, unroll, uncoil; to stretch’ B-636",
1214,,,"glá, wa- ‘take off, as tallow from entrails, with a knife; to shave off wi th a knife; fig., to sicken one’ B-515",
1215,,,"gla, wawá- ‘make uncoil by cutting’ B-556",
1216,,,"glá, wo- ‘shell off by shooting or punching’ B-596",
1217,,,"glá, ya- ‘bite off, as a dog does the fat from entrails with the mouth’ B-618",
1218,,,rukará ‘unravel’ JWE,
1219,,,,
1220,,,-hda R-126,
1221,,,layá RR,
1222,,,,
1223,,,,
1224,†laða,,"†laða “gthátha, gthathá” LF-53b",
1225,,,,
1226,†ðigða,,†ðigða “thigtha” ‘untie’ SW-181,
1227,,,,
1228,,,"ʔθą ‘curved, bent’ Marsh (etym. sect.) (?)",
1229,†akíruʔθą,,†akíruʔθą “akíru’than” LWR; “akhíluʔθą” ‘bend over to meet’ Marsh,
1230,†akíruʔθą,,,
1231,,,nąąsų́ ‘with legs outstretched’ (?),
1232,,,,
1233,,,"psųpsų- ‘face down, bendable, rounded, teeth on edge’ R-426a",
1234,,,alį́ sąį́yaya ‘rocking chair’,
1235,,,są́ya ‘fall’ RR,
1236,,,,
1237,,,,
1238,†sąðá,,†sąðá “çoⁿthá ithatha” ‘rock to and fro’ LF-32a,
1239,,,,
1240,,,,*wréki
1241,,,ittéke ‘man’s mother’s brother’ JOD,
1242,,,lekší C,
1243,†i-ne•kV,,†i-ne•kV “mi nēk’” H.,
1244,†i-ne•kV,,“enēk’” Hw.,
1245,,,"téega, tegá KM-3110",
1246,,,,
1247,,,nekší PAS-665,
1248,,,"iǰégi ‘uncle, mother’s bro.’ RR",
1249,,,iǰégą Marsh,
1250,,,,
1251,,,,
1252,,,dekší R-108,
1253,†icéki,,†icéki “idségi” LF-70a,
1254,,,,
1255,,,inégi C,
1256,,,,
1257,,,"nų́•we C, RR",
1258,,,"nąpre, nąpəre ‘two’ Sp",
